family_name,book_page_no,pdf_page_no,region_index,status,crop_path,paragraph_text,raw_json_path,error
Balz-Schiemann Reaction,35,87,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\035_Balz_Schiemann_Reaction_r2.png,D.R. Thakker synthesized K-region monofluoro- and difluorobenzo[c]phenanthrenes using the Balz-Schiemann reaction in order to elucidate the metabolic activation and detoxification of polycyclic aromatic compounds.27,,
Balz-Schiemann Reaction,35,87,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\035_Balz_Schiemann_Reaction_r3.png,"Dibenzo[a,d]cycloalkenimines were synthesized and pharmacologically evaluated as N-methyl-D-aspartate antagonists by P.S. Anderson et al.28 A symmetrical 3,7-difluoro derivative was accessed by applying the Balz- Schiemann reaction on the corresponding 3,7-diamino analog.",,
Balz-Schiemann Reaction,35,87,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\035_Balz_Schiemann_Reaction_r4.png,"The synthesis of 7-azaindoles is a challenging task and there are few efficient routes to substituted derivatives. In the laboratory of C. Thibault, the concise and efficient synthesis of 4-fluoro-1H-pyrrolo[2,3-b]pyridine was achieved.29 The fluorination was carried out using the Balz-Schiemann reaction. The aromatic amine precursor was prepared via the Buchwald-Hartwig coupling of the aryl chloride with N-allylamine followed by deallylation. The diazonium tetrafluoroborate intermediate was generated at 0 C and it decomposed spontaneously in 48% HBF4 solution to afford the desired aromatic fluoride.",,
Bamford-Stevens-Shapiro Olefination,37,89,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\037_Bamford_Stevens_Shapiro_Olefination_r1.png,"In the laboratory of K. Mori the task of determining the absolute configuration of the phytocassane group of phytoalexins was undertaken. To this end, the naturally occurring (–)-phytocassane D was synthesized from (R)- Wieland-Miescher ketone.22 During the synthesis, a tricyclic ketone intermediate was subjected to the Shapiro olefination reaction to give the desired cyclic alkene in good yield.",,
Bamford-Stevens-Shapiro Olefination,37,89,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\037_Bamford_Stevens_Shapiro_Olefination_r2.png,"L. Somsák et al. developed a one-pot reaction to prepare exo-glycals from glycosyl cyanides.23 In this one-pot reaction, acylated glycosyl cyanides were first converted to the corresponding aldehydes with Raney nickel-sodium hypophosphite, and then converted into 2,5- and 2,6-anhydroaldose tosylhydrazones to give exo-glycals under aprotic Bamford-Stevens conditions. During the reaction C-glycosylmethylene carbenes are formed and spontaneously rearrange to give the observed exo-glycals.",,
Bamford-Stevens-Shapiro Olefination,37,89,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\037_Bamford_Stevens_Shapiro_Olefination_r3.png,A novel class of chiral indenes (verbindenes) was prepared from enantiopure verbenone by K.C. Rupert and co- workers who utilized the Shapiro reaction and the Nazarov cyclization as the key transformations.24 The bicyclic ketone substrate was treated with triisopropylbenzenesulfonyl hydrazide to prepare the trisyl hydrazone that was then exposed to n-BuLi. The resulting vinyllithium intermediate was reacted with various aromatic aldehydes to afford the corresponding allylic alcohols.,,
Bamford-Stevens-Shapiro Olefination,37,89,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\037_Bamford_Stevens_Shapiro_Olefination_r4.png,"During the total synthesis of (–)-isoclavukerin A by B.M. Trost et al., the introduction of the diene moiety was achieved by the use of the Bamford-Stevens reaction on a bicyclic trisylhydrazone compound.25 Interestingly, the strongly basic Shapiro conditions (e.g., alkyllithiums or LDA) led only to uncharacterizable decomposition products. However, heating of the trisylhydrazone with KH in toluene in the presence of diglyme gave good yield of the desired diene. It was also shown that the olefin formation and the following decarboxylation could be conducted in one pot. According to this procedure, excess NaI was added and the temperature was elevated to bring about the Krapcho decarboxylation.",,
Barbier Coupling Reaction,39,91,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\039_Barbier_Coupling_Reaction_r1.png,"However, the desired allylic carbanion was expected to undergo an undesired allylic rearrangement when stabilized as either a magnesium or lithium species. This problem was overcome by using the Barbier reaction conditions, which was a modification of the allylbarium chemistry of Yamamoto.36,37 The mixture of the allylic bromide and the aldehyde was added to freshly prepared barium metal at -78 °C to generate the desired allylic carbanion. The resulting barium-stabilized species then added to the aldehyde, affording the 1,2-addition product in high yield, without allylic rearrangement.",,
Barbier Coupling Reaction,39,91,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\039_Barbier_Coupling_Reaction_r2.png,"Stypodiol, epistypodiol and stypotriol are secondary diterpene metabolites produced by the tropical brown algae Stypopodium zonale. These compounds display diverse biological properties, including strong toxic, narcotic, and hyperactive effects upon the reef-dwelling fish. In the laboratory of A. Abad an efficient stereoselective synthesis of stypodiol and its C14 epimer, epistypodiol, was accomplished from (S)-(+)-carvone.38 The key transformations in the synthesis of these epimeric compounds were an intramolecular Diels-Alder reaction, a sonochemical Barbier reaction and an acid-catalyzed quinol-tertiary alcohol cyclization.",,
Bartoli Indole Synthesis,41,93,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\041_Bartoli_Indole_Synthesis_r1.png,"In the laboratory of T. Wang a general method for the preparation of 4- and 6-azaindoles from substituted nitropyridines based on the Bartoli indole synthesis was developed.13 The substrates were treated with excess vinylmagnesium bromide according to the original procedure described by Bartoli et al. The yields were usually moderate and similarly to the simple nitroarenes, the larger the ortho substituent was, the higher yields were obtained. Interestingly, it was noted that the presence of a halogen atom at the 4-position of the pyridine ring resulted in significantly improved product yields.",,
Bartoli Indole Synthesis,41,93,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\041_Bartoli_Indole_Synthesis_r2.png,The short synthesis of the pyrrolophenanthridone alkaloid hippadine was accomplished by D.C. Harrowven and co- workers.14 The key step of the synthetic sequence was the Ziegler modified intramolecular Ullmann biaryl coupling between two aryl bromides. One of the aryl halides was 7-bromoindole which was prepared using the Bartoli indole synthesis. The second aryl bromide was connected to 7-bromoindole via a simple N-alkylation.,,
Bartoli Indole Synthesis,41,93,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\041_Bartoli_Indole_Synthesis_r3.png,"The research team of T.A. Engler and J.R. Henry identified and synthesized a series of potent and selective glycogen synthase kinase-3 (GSK3) inhibitors.15 One of the targets required the preparation of 5-fluoro-7-formylindole, which was achieved by the Bartoli indole synthesis. Since the unprotected formyl group is incompatible with the Grignard reagent, a two-step protocol was implemented. First, the formyl group of 5-fluoro-2-nitrobenzaldehyde was protected as the corresponding di-n-butyl acetal, then excess Grignard reagent was added at low temperature, and finally the acetal protecting group was removed by treatment with aqueous HCl.",,
Bartoli Indole Synthesis,41,93,4,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\041_Bartoli_Indole_Synthesis_r4.png,"Several heterocycles were prepared from dehydroabietic acid, and their antiviral properties were evaluated in the laboratory of B. Gigante.16 Dehydroabietic acid was first esterified, then brominated. Nitrodeisopropylation was achieved using a mixture of nitric acid and sulfuric acid. The resulting o-bromo nitroarene was treated with excess vinyl Grignard reagent to obtain the corresponding methyl-12-bromo-13,14b-pyrrolyl-deisopropyl dehydroabietate.",,
Barton Nitrite Ester Reaction,43,95,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\043_Barton_Nitrite_Ester_Reaction_r1.png,"The Barton reaction was utilized during the synthesis of various terpenes and has played a crucial role in the elucidation of terpene structures. The Barton nitrite ester reaction was a key step in E.J. Corey’s synthesis of azadiradione19 and perhydrohistrionicotoxin20. Even though the yields were low, other ways to access the same intermediates would have been tedious, and afforded lower overall yields than in the applied Barton reactions.",,
Barton Nitrite Ester Reaction,43,95,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\043_Barton_Nitrite_Ester_Reaction_r2.png,"The Barton reaction does not always afford only a single major product. J. Sejbal and co-workers isolated two products in a Barton reaction on triterpene substrates.21 In this example, reaction at either (or both) the C4 and C10 methyl groups was expected, but oxidation of the C8 methyl group was not. This remote functionalization occured via two consecutive [1,5]- H-atom transfers.",,
Barton Nitrite Ester Reaction,43,95,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\043_Barton_Nitrite_Ester_Reaction_r3.png,"The carbon-centered radical at the δ-position can be reacted by various trapping agents other than the nitrosyl radical. Z. ekovi and co-workers used electron-deficient olefins (Michael acceptors) such as acrylonitrile to trap the δ-carbon radial and obtain functionalized alkyl chains.22 In order to maximize the yield of the desired chain-elongated product, a high concentration of the acrylonitrile had to be used. The final radical was trapped by the nitrosyl radical.",,
Barton Radical Decarboxylation Reaction,45,97,1,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\045_Barton_Radical_Decarboxylation_Reaction_r1.png,"(–)-Quinocarcin exhibits notable antitumor activity against several strains of solid mammalian carcinomas. In the laboratory of S. Terashima, synthetic studies on quinocarcin and its related compounds were conducted.15 In an effort to establish structure-activity relationships, the synthesis and in vitro cyctotoxicity of C10 substituted quinocarcin congeners was carried out. To prepare 10-decarboxyquinocarcin, the Barton decarboxylation protocol was employed. The corresponding acid was esterified with 2-mercaptopyridine-N-oxide, and the resulting thiohydroxamate ester was immediately subjected to Barton radical decarboxylation using AIBN and tributyltin hydride giving rise to the C10 decarboxylated derivative in 65% overall yield.",,
Barton Radical Decarboxylation Reaction,45,97,2,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\045_Barton_Radical_Decarboxylation_Reaction_r2.png,"B. Zwanenburg and co-workers synthesized 6-functionalized tricyclodecadienones (endo-tricyclo[5.2.1.02,6]deca-4,8- dien-3-ones) using Barton’s radical decarboxylation reaction from the corresponding tricyclic carboxylic acid.16 Their work expanded the chemical scope of the tricyclodecadienone system as a synthetic equivalent of cyclopentadienone. The synthesis of functionalized cage compounds was also undertaken beginning with 1,3- bishomocubanone carboxylic acid, obtained by irradiating the tricyclic ester. After the bromodecarboxylation and phenylselenodecarboxylation of 1,3-bishomocubanone carboxylic acid under the conditions of the Barton reaction, the corresponding bridgehead bromide and phenylselenide were obtained in high yield.",,
Barton Radical Decarboxylation Reaction,45,97,3,dryrun,C:\chemlens\backend\reports\pdf_example_automation\20260419_093451\crops\045_Barton_Radical_Decarboxylation_Reaction_r3.png,"A double Barton radical decarboxylation was utilized during the one-step total synthesis of tyromycin A and its analogs by M. Samadi et al.17 The bis-thiohydroxamic ester was irradiated in the presence of citraconic anhydride, and the resulting product was stirred for two days at room temperature to ensure complete elimination.",,
