case_id,expected_family,top1_family,top3_families,top3_scores,top5_families,hit_at_1,hit_at_3,hit_at_5,no_confident_hit,source_extract_id,source_kind,error
cov_brown_hydroboration_reaction_1445,Brown Hydroboration Reaction,Brown Hydroboration Reaction,Brown Hydroboration Reaction | Clemmensen Reduction | Sharpless Asymmetric Dihydroxylation,2.478 | 1.738 | 1.669,Brown Hydroboration Reaction | Clemmensen Reduction | Sharpless Asymmetric Dihydroxylation | Prévost Reaction | Sharpless Asymmetric Aminohydroxylation,True,True,True,False,1445,application_example,
cov_buchner_method_of_ring_expansion_(buchner_reaction)_816,Buchner Method of Ring Expansion (Buchner Reaction),Buchner Method of Ring Expansion (Buchner Reaction),Buchner Method of Ring Expansion (Buchner Reaction) | Charette Asymmetric Cyclopropanation | Krapcho Dealkoxycarbonylation (Krapcho Reaction),9.961 | 2.182 | 1.378,Buchner Method of Ring Expansion (Buchner Reaction) | Charette Asymmetric Cyclopropanation | Krapcho Dealkoxycarbonylation (Krapcho Reaction) | Nagata Hydrocyanation | Sharpless Asymmetric Dihydroxylation,True,True,True,False,816,application_example,
cov_buchner_method_of_ring_expansion_(buchner_reaction)_817,Buchner Method of Ring Expansion (Buchner Reaction),Buchner Method of Ring Expansion (Buchner Reaction),Buchner Method of Ring Expansion (Buchner Reaction) | Charette Asymmetric Cyclopropanation | Friedel-Crafts Acylation,7.186 | 2.661 | 1.741,Buchner Method of Ring Expansion (Buchner Reaction) | Charette Asymmetric Cyclopropanation | Friedel-Crafts Acylation | Krapcho Dealkoxycarbonylation (Krapcho Reaction) | Gattermann and Gattermann-Koch Formylation,True,True,True,False,817,application_example,
cov_buchwald-hartwig_cross-coupling_370,Buchwald-Hartwig Cross-Coupling,Buchwald-Hartwig Cross-Coupling,Buchwald-Hartwig Cross-Coupling | Smiles Rearrangement | Bartoli Indole Synthesis,0.708 | 0.455 | 0.293,Buchwald-Hartwig Cross-Coupling | Smiles Rearrangement | Bartoli Indole Synthesis | Ullmann Biaryl Ether and Biaryl Amine Synthesis / Condensation | Kornblum Oxidation,True,True,True,False,370,application_example,
cov_buchwald-hartwig_cross-coupling_368,Buchwald-Hartwig Cross-Coupling,Ullmann Biaryl Ether and Biaryl Amine Synthesis / Condensation,Ullmann Biaryl Ether and Biaryl Amine Synthesis / Condensation | Buchwald-Hartwig Cross-Coupling | Simmons-Smith Reaction,0.074 | 0.037 | 0.033,Ullmann Biaryl Ether and Biaryl Amine Synthesis / Condensation | Buchwald-Hartwig Cross-Coupling | Simmons-Smith Reaction,False,True,True,True,368,application_example,
cov_burgess_dehydration_reaction_1516,Burgess Dehydration Reaction,Burgess Dehydration Reaction,Burgess Dehydration Reaction | Wagner-Meerwein Rearrangement | Lieben Haloform Reaction,3.11 | 2.524 | 1.896,Burgess Dehydration Reaction | Wagner-Meerwein Rearrangement | Lieben Haloform Reaction | Mannich Reaction | Corey-Kim Oxidation,True,True,True,False,1516,application_example,
cov_burgess_dehydration_reaction_1517,Burgess Dehydration Reaction,Burgess Dehydration Reaction,Burgess Dehydration Reaction | Corey-Winter Olefination | Criegee Oxidation,2.88 | 1.0 | 0.844,Burgess Dehydration Reaction | Corey-Winter Olefination | Criegee Oxidation | Wharton Olefin Synthesis (Wharton Transposition) | Bamford-Stevens-Shapiro Olefination,True,True,True,False,1517,application_example,
cov_cannizzaro_reaction_1465,Cannizzaro Reaction,Lieben Haloform Reaction,Lieben Haloform Reaction | Stetter Reaction | Pinnick Oxidation,3.291 | 3.068 | 3.033,Lieben Haloform Reaction | Stetter Reaction | Pinnick Oxidation | Cannizzaro Reaction | Benzoin and Retro-Benzoin Condensation,False,False,True,False,1465,application_example,
cov_cannizzaro_reaction_1466,Cannizzaro Reaction,Cannizzaro Reaction,Cannizzaro Reaction | Sandmeyer Reaction | Gattermann and Gattermann-Koch Formylation,3.92 | 1.842 | 1.759,Cannizzaro Reaction | Sandmeyer Reaction | Gattermann and Gattermann-Koch Formylation | Baylis-Hillman Reaction | Benzoin and Retro-Benzoin Condensation,True,True,True,False,1466,application_example,
cov_carroll_rearrangement_(kimel-cope_rearrangement)_818,Carroll Rearrangement (Kimel-Cope Rearrangement),Carroll Rearrangement (Kimel-Cope Rearrangement),Carroll Rearrangement (Kimel-Cope Rearrangement) | Acetoacetic Ester Synthesis | Tsuji-Trost Reaction / Allylation,3.351 | 2.431 | 1.403,Carroll Rearrangement (Kimel-Cope Rearrangement) | Acetoacetic Ester Synthesis | Tsuji-Trost Reaction / Allylation | Robinson Annulation | Cope Rearrangement,True,True,True,False,818,application_example,
cov_carroll_rearrangement_(kimel-cope_rearrangement)_819,Carroll Rearrangement (Kimel-Cope Rearrangement),Carroll Rearrangement (Kimel-Cope Rearrangement),Carroll Rearrangement (Kimel-Cope Rearrangement) | Acetoacetic Ester Synthesis | Malonic Ester Synthesis,3.263 | 1.642 | 0.986,Carroll Rearrangement (Kimel-Cope Rearrangement) | Acetoacetic Ester Synthesis | Malonic Ester Synthesis | Wohl-Ziegler Bromination | Robinson Annulation,True,True,True,False,819,application_example,
cov_castro-stephens_coupling_378,Castro-Stephens Coupling,Castro-Stephens Coupling,Castro-Stephens Coupling | Sonogashira Cross-Coupling | Dakin Oxidation,0.491 | 0.12 | 0.067,Castro-Stephens Coupling | Sonogashira Cross-Coupling | Dakin Oxidation | Snieckus Directed Ortho Metalation | Corey-Fuchs Alkyne Synthesis,True,True,True,False,378,application_example,
cov_castro-stephens_coupling_380,Castro-Stephens Coupling,Castro-Stephens Coupling,Castro-Stephens Coupling | Danishefsky's Diene Cycloaddition | Ring-Closing Alkyne Metathesis,0.717 | 0.471 | 0.375,Castro-Stephens Coupling | Danishefsky's Diene Cycloaddition | Ring-Closing Alkyne Metathesis | Stille-Kelly Coupling | Gabriel Synthesis,True,True,True,False,380,application_example,
cov_charette_asymmetric_cyclopropanation_824,Charette Asymmetric Cyclopropanation,Buchner Method of Ring Expansion (Buchner Reaction),Buchner Method of Ring Expansion (Buchner Reaction) | Charette Asymmetric Cyclopropanation | Furukawa Modification,7.354 | 4.247 | 1.493,Buchner Method of Ring Expansion (Buchner Reaction) | Charette Asymmetric Cyclopropanation | Furukawa Modification | Sharpless Asymmetric Dihydroxylation | Alkene (Olefin) Metathesis,False,True,True,False,824,application_example,
cov_charette_asymmetric_cyclopropanation_825,Charette Asymmetric Cyclopropanation,Buchner Method of Ring Expansion (Buchner Reaction),Buchner Method of Ring Expansion (Buchner Reaction) | Charette Asymmetric Cyclopropanation | Furukawa Modification,6.794 | 4.398 | 1.748,Buchner Method of Ring Expansion (Buchner Reaction) | Charette Asymmetric Cyclopropanation | Furukawa Modification | Sharpless Asymmetric Aminohydroxylation | Friedel-Crafts Acylation,False,True,True,False,825,application_example,
cov_chichibabin_amination_reaction_(chichibabin_reaction)_384,Chichibabin Amination Reaction (Chichibabin Reaction),Chichibabin Amination Reaction (Chichibabin Reaction),Chichibabin Amination Reaction (Chichibabin Reaction) | Ciamician-Dennstedt Rearrangement | Clemmensen Reduction,1.052 | 0.753 | 0.441,Chichibabin Amination Reaction (Chichibabin Reaction) | Ciamician-Dennstedt Rearrangement | Clemmensen Reduction | Pictet-Spengler Tetrahydroisoquinoline Synthesis | Eschweiler-Clarke Methylation,True,True,True,False,384,application_example,
cov_chichibabin_amination_reaction_(chichibabin_reaction)_386,Chichibabin Amination Reaction (Chichibabin Reaction),Chichibabin Amination Reaction (Chichibabin Reaction),Chichibabin Amination Reaction (Chichibabin Reaction) | Minisci Reaction | Friedel-Crafts Alkylation,1.052 | 0.726 | 0.13,Chichibabin Amination Reaction (Chichibabin Reaction) | Minisci Reaction | Friedel-Crafts Alkylation | Paal-Knorr Pyrrole Synthesis,True,True,True,False,386,application_example,
cov_chugaev_elimination_reaction_(xanthate_ester_pyrolysis)_826,Chugaev Elimination Reaction (Xanthate Ester Pyrolysis),Ring-Closing Metathesis,Ring-Closing Metathesis | Alkene (Olefin) Metathesis | Vinylcyclopropane-Cyclopentene Rearrangement,1.323 | 1.26 | 1.223,Ring-Closing Metathesis | Alkene (Olefin) Metathesis | Vinylcyclopropane-Cyclopentene Rearrangement | Corey-Winter Olefination | Tebbe Olefination/Petasis-Tebbe Olefination,False,False,False,False,826,application_example,
cov_chugaev_elimination_reaction_(xanthate_ester_pyrolysis)_827,Chugaev Elimination Reaction (Xanthate Ester Pyrolysis),Tebbe Olefination/Petasis-Tebbe Olefination,Tebbe Olefination/Petasis-Tebbe Olefination | Kornblum Oxidation | Corey-Winter Olefination,2.063 | 1.707 | 1.369,Tebbe Olefination/Petasis-Tebbe Olefination | Kornblum Oxidation | Corey-Winter Olefination | Schwartz Hydrozirconation | Clemmensen Reduction,False,False,False,False,827,application_example,
cov_ciamician-dennstedt_rearrangement_242,Ciamician-Dennstedt Rearrangement,Ciamician-Dennstedt Rearrangement,Ciamician-Dennstedt Rearrangement | Clemmensen Reduction | Reimer-Tiemann Reaction,8.967 | 1.342 | 1.147,Ciamician-Dennstedt Rearrangement | Clemmensen Reduction | Reimer-Tiemann Reaction | Vilsmeier-Haack Formylation | Pictet-Spengler Tetrahydroisoquinoline Synthesis,True,True,True,False,242,application_example,
cov_ciamician-dennstedt_rearrangement_244,Ciamician-Dennstedt Rearrangement,Ciamician-Dennstedt Rearrangement,Ciamician-Dennstedt Rearrangement | Benzoin and Retro-Benzoin Condensation | Sandmeyer Reaction,5.08 | 0.836 | 0.665,Ciamician-Dennstedt Rearrangement | Benzoin and Retro-Benzoin Condensation | Sandmeyer Reaction | Madelung Indole Synthesis | Fischer Indole Synthesis,True,True,True,False,244,application_example,
cov_claisen_condensation_/_claisen_reaction_408,Claisen Condensation / Claisen Reaction,Claisen Condensation / Claisen Reaction,Claisen Condensation / Claisen Reaction | Horner-Wadsworth-Emmons Olefination | Nenitzescu Indole Synthesis,11.752 | 2.599 | 1.194,Claisen Condensation / Claisen Reaction | Horner-Wadsworth-Emmons Olefination | Nenitzescu Indole Synthesis | Malonic Ester Synthesis | Cornforth Rearrangement,True,True,True,False,408,application_example,
cov_claisen_condensation_/_claisen_reaction_823,Claisen Condensation / Claisen Reaction,Claisen Condensation / Claisen Reaction,Claisen Condensation / Claisen Reaction | Mannich Reaction | Lieben Haloform Reaction,4.911 | 4.564 | 4.524,Claisen Condensation / Claisen Reaction | Mannich Reaction | Lieben Haloform Reaction | Clemmensen Reduction | Corey-Bakshi-Shibata Reduction (CBS Reduction),True,True,True,False,823,application_example,
cov_claisen_rearrangement_1456,Claisen Rearrangement,Claisen Rearrangement,Claisen Rearrangement | Aza-Cope Rearrangement | Meisenheimer Rearrangement,2.985 | 1.384 | 1.286,"Claisen Rearrangement | Aza-Cope Rearrangement | Meisenheimer Rearrangement | Mislow-Evans Rearrangement | Wittig-[1,2]- and [2,3]-Rearrangement",True,True,True,False,1456,application_example,
cov_claisen_rearrangement_1457,Claisen Rearrangement,Claisen Rearrangement,Claisen Rearrangement | Wharton Fragmentation | Johnson-Claisen Rearrangement,1.719 | 1.159 | 0.962,Claisen Rearrangement | Wharton Fragmentation | Johnson-Claisen Rearrangement | Carroll Rearrangement (Kimel-Cope Rearrangement) | Eschenmoser-Claisen Rearrangement,True,True,True,False,1457,application_example,
cov_claisen-ireland_rearrangement_1483,Claisen-Ireland Rearrangement,Claisen-Ireland Rearrangement,Claisen-Ireland Rearrangement | Tsuji-Trost Reaction / Allylation | Carroll Rearrangement (Kimel-Cope Rearrangement),3.07 | 2.461 | 1.905,"Claisen-Ireland Rearrangement | Tsuji-Trost Reaction / Allylation | Carroll Rearrangement (Kimel-Cope Rearrangement) | Wittig-[1,2]- and [2,3]-Rearrangement | Malonic Ester Synthesis",True,True,True,False,1483,application_example,
cov_claisen-ireland_rearrangement_1484,Claisen-Ireland Rearrangement,Claisen-Ireland Rearrangement,Claisen-Ireland Rearrangement | Carroll Rearrangement (Kimel-Cope Rearrangement) | Tsuji-Trost Reaction / Allylation,3.125 | 1.783 | 1.735,Claisen-Ireland Rearrangement | Carroll Rearrangement (Kimel-Cope Rearrangement) | Tsuji-Trost Reaction / Allylation | Johnson-Claisen Rearrangement | Hell-Volhard-Zelinsky Reaction,True,True,True,False,1484,application_example,
cov_clemmensen_reduction_1504,Clemmensen Reduction,Clemmensen Reduction,Clemmensen Reduction | Wolff-Kishner Reduction | Corey-Bakshi-Shibata Reduction (CBS Reduction),3.418 | 2.856 | 2.237,Clemmensen Reduction | Wolff-Kishner Reduction | Corey-Bakshi-Shibata Reduction (CBS Reduction) | Eschweiler-Clarke Methylation | Mannich Reaction,True,True,True,False,1504,application_example,
cov_clemmensen_reduction_1505,Clemmensen Reduction,Clemmensen Reduction,Clemmensen Reduction | Wolff-Kishner Reduction | Lieben Haloform Reaction,3.383 | 2.796 | 2.09,Clemmensen Reduction | Wolff-Kishner Reduction | Lieben Haloform Reaction | Noyori Asymmetric Hydrogenation | Schmidt Reaction,True,True,True,False,1505,application_example,
cov_combes_quinoline_synthesis_828,Combes Quinoline Synthesis,Combes Quinoline Synthesis,Combes Quinoline Synthesis | Benzoin and Retro-Benzoin Condensation | Knorr Pyrrole Synthesis,6.998 | 2.849 | 2.165,Combes Quinoline Synthesis | Benzoin and Retro-Benzoin Condensation | Knorr Pyrrole Synthesis | Regitz Diazo Transfer | Michael Addition Reaction,True,True,True,False,828,application_example,
cov_combes_quinoline_synthesis_829,Combes Quinoline Synthesis,Combes Quinoline Synthesis,Combes Quinoline Synthesis | Knorr Pyrrole Synthesis | Regitz Diazo Transfer,5.206 | 2.165 | 1.595,Combes Quinoline Synthesis | Knorr Pyrrole Synthesis | Regitz Diazo Transfer | Michael Addition Reaction | Darzens Glycidic Ester Condensation,True,True,True,False,829,application_example,
cov_cope_elimination_/_cope_reaction_835,Cope Elimination / Cope Reaction,Cope Elimination / Cope Reaction,Cope Elimination / Cope Reaction | Kornblum Oxidation | Tebbe Olefination/Petasis-Tebbe Olefination,2.688 | 1.859 | 1.797,Cope Elimination / Cope Reaction | Kornblum Oxidation | Tebbe Olefination/Petasis-Tebbe Olefination | Ramberg-Bäcklund Rearrangement | Meisenheimer Rearrangement,True,True,True,False,835,application_example,
cov_cope_elimination_/_cope_reaction_836,Cope Elimination / Cope Reaction,Cope Elimination / Cope Reaction,Cope Elimination / Cope Reaction | Ring-Closing Metathesis | Alkene (Olefin) Metathesis,4.506 | 1.701 | 1.6,Cope Elimination / Cope Reaction | Ring-Closing Metathesis | Alkene (Olefin) Metathesis | Vinylcyclopropane-Cyclopentene Rearrangement | Doering-Laflamme Allene Synthesis,True,True,True,False,836,application_example,
cov_cope_rearrangement_845,Cope Rearrangement,Cope Rearrangement,Cope Rearrangement | Carroll Rearrangement (Kimel-Cope Rearrangement) | Aza-Cope Rearrangement,2.816 | 1.115 | 1.046,"Cope Rearrangement | Carroll Rearrangement (Kimel-Cope Rearrangement) | Aza-Cope Rearrangement | Wittig-[1,2]- and [2,3]-Rearrangement | Eschenmoser-Claisen Rearrangement",True,True,True,False,845,application_example,
cov_cope_rearrangement_846,Cope Rearrangement,Cope Rearrangement,Cope Rearrangement | Tsuji-Trost Reaction / Allylation | Ramberg-Bäcklund Rearrangement,2.556 | 0.643 | 0.641,Cope Rearrangement | Tsuji-Trost Reaction / Allylation | Ramberg-Bäcklund Rearrangement | Riley Selenium Dioxide Oxidation | Carroll Rearrangement (Kimel-Cope Rearrangement),True,True,True,False,846,application_example,
cov_corey-bakshi-shibata_reduction_(cbs_reduction)_837,Corey-Bakshi-Shibata Reduction (CBS Reduction),Corey-Bakshi-Shibata Reduction (CBS Reduction),Corey-Bakshi-Shibata Reduction (CBS Reduction) | Noyori Asymmetric Hydrogenation | Wolff-Kishner Reduction,3.229 | 2.464 | 2.362,Corey-Bakshi-Shibata Reduction (CBS Reduction) | Noyori Asymmetric Hydrogenation | Wolff-Kishner Reduction | Clemmensen Reduction | Mitsunobu Reaction,True,True,True,False,837,application_example,
cov_corey-bakshi-shibata_reduction_(cbs_reduction)_838,Corey-Bakshi-Shibata Reduction (CBS Reduction),Corey-Bakshi-Shibata Reduction (CBS Reduction),Corey-Bakshi-Shibata Reduction (CBS Reduction) | Noyori Asymmetric Hydrogenation | Friedel-Crafts Acylation,3.155 | 2.059 | 1.709,Corey-Bakshi-Shibata Reduction (CBS Reduction) | Noyori Asymmetric Hydrogenation | Friedel-Crafts Acylation | Pinner Reaction | Midland Alpine Borane Reduction,True,True,True,False,838,application_example,
cov_corey-chaykovsky_epoxidation_and_cyclopropanation_839,Corey-Chaykovsky Epoxidation and Cyclopropanation,Corey-Chaykovsky Epoxidation and Cyclopropanation,Corey-Chaykovsky Epoxidation and Cyclopropanation | Danishefsky's Diene Cycloaddition | Jacobsen-Katsuki Epoxidation,2.722 | 2.37 | 1.778,Corey-Chaykovsky Epoxidation and Cyclopropanation | Danishefsky's Diene Cycloaddition | Jacobsen-Katsuki Epoxidation | Prilezhaev Reaction | Shi Asymmetric Epoxidation,True,True,True,False,839,application_example,
cov_corey-chaykovsky_epoxidation_and_cyclopropanation_840,Corey-Chaykovsky Epoxidation and Cyclopropanation,Corey-Chaykovsky Epoxidation and Cyclopropanation,Corey-Chaykovsky Epoxidation and Cyclopropanation | Roush Asymmetric Allylation | Cannizzaro Reaction,2.928 | 1.634 | 1.634,Corey-Chaykovsky Epoxidation and Cyclopropanation | Roush Asymmetric Allylation | Cannizzaro Reaction | Furukawa Modification | Pinner Reaction,True,True,True,False,840,application_example,
cov_corey-fuchs_alkyne_synthesis_841,Corey-Fuchs Alkyne Synthesis,Corey-Chaykovsky Epoxidation and Cyclopropanation,Corey-Chaykovsky Epoxidation and Cyclopropanation | Pinner Reaction | Roush Asymmetric Allylation,1.748 | 1.682 | 1.678,Corey-Chaykovsky Epoxidation and Cyclopropanation | Pinner Reaction | Roush Asymmetric Allylation | Cannizzaro Reaction | Stephen Aldehyde Synthesis (Stephen Reduction),False,False,False,False,841,application_example,
cov_corey-fuchs_alkyne_synthesis_842,Corey-Fuchs Alkyne Synthesis,Seyferth-Gilbert Homologation,Seyferth-Gilbert Homologation | Pinnick Oxidation | Takai-Utimoto Olefination (Takai Reaction),4.388 | 1.633 | 1.574,Seyferth-Gilbert Homologation | Pinnick Oxidation | Takai-Utimoto Olefination (Takai Reaction) | Hunsdiecker Reaction | Tishchenko Reaction,False,False,False,False,842,application_example,
cov_corey-kim_oxidation_843,Corey-Kim Oxidation,Ley Oxidation,Ley Oxidation | Corey-Kim Oxidation | Kornblum Oxidation,4.388 | 4.388 | 3.403,Ley Oxidation | Corey-Kim Oxidation | Kornblum Oxidation | Dess-Martin Oxidation | Pfitzner-Moffatt Oxidation,False,True,True,False,843,application_example,
